Date,Notes,Zip_76574,Zip_78605,Zip_78610,Zip_78612,Zip_78613,Zip_78615,Zip_78616,Zip_78617,Zip_78620,Zip_78621,Zip_78626,Zip_78628,Zip_78634,Zip_78640,Zip_78641,Zip_78642,Zip_78644,Zip_78645,Zip_78652,Zip_78653,Zip_78654,Zip_78660,Zip_78663,Zip_78664,Zip_78665,Zip_78669,Zip_78681,Zip_78701,Zip_78702,Zip_78703,Zip_78704,Zip_78705,Zip_78712,Zip_78717,Zip_78719,Zip_78721,Zip_78722,Zip_78723,Zip_78724,Zip_78725,Zip_78726,Zip_78727,Zip_78728,Zip_78729,Zip_78730,Zip_78731,Zip_78732,Zip_78733,Zip_78734,Zip_78735,Zip_78736,Zip_78737,Zip_78738,Zip_78739,Zip_78741,Zip_78742,Zip_78744,Zip_78745,Zip_78746,Zip_78747,Zip_78748,Zip_78749,Zip_78750,Zip_78751,Zip_78752,Zip_78753,Zip_78754,Zip_78756,Zip_78757,Zip_78758,Zip_78759,FID
2020/11/13 22:00:00+00,,0,0,79,24,94,13,5,1118,10,222,2,1,9,12,83,0,3,149,128,1032,6,2757,0,80,8,110,31,336,825,407,1160,999,18,99,82,406,203,953,1352,575,207,450,560,170,91,370,200,126,353,376,162,103,306,171,2096,44,2423,1453,475,759,1253,492,350,265,743,2181,891,128,438,1827,581,83
2020/11/14 22:00:00+00,,0,0,79,24,94,13,5,1120,10,223,2,1,9,12,84,0,3,150,133,1040,6,2775,0,80,8,112,31,339,837,414,1176,1009,18,99,82,408,207,962,1364,580,209,455,561,171,92,377,205,129,358,378,162,103,313,178,2102,44,2442,1463,485,764,1268,497,354,268,748,2195,898,131,445,1843,583,84
2020/11/15 22:00:00+00,,0,0,76,24,93,13,5,1105,10,222,2,1,9,13,80,0,3,142,126,1013,6,2674,0,78,8,110,31,324,802,396,1123,980,17,96,82,397,196,928,1343,558,199,436,546,171,86,351,199,124,347,366,160,103,294,170,2064,44,2400,1435,469,752,1224,482,349,249,734,2151,874,126,429,1803,576,85
2020/11/16 22:00:00+00,,0,0,80,24,97,13,5,1126,11,224,2,1,9,12,85,0,3,154,136,1053,6,2789,0,81,8,114,31,344,848,420,1183,1030,19,99,83,412,209,964,1369,585,209,457,564,173,95,382,207,131,362,380,162,103,317,180,2111,44,2459,1474,487,767,1275,499,354,268,751,2214,902,131,450,1860,592,86
2020/11/17 22:00:00+00,,0,0,81,24,97,13,5,1126,11,224,2,1,10,12,86,0,2,158,138,1065,6,2812,0,81,8,117,32,346,856,421,1196,1038,19,98,83,417,212,969,1378,587,212,462,569,176,97,385,212,131,361,383,162,105,324,179,2116,46,2465,1493,489,770,1296,505,355,274,758,2226,909,134,452,1861,603,87
2020/11/18 22:00:00+00,,0,0,82,24,98,13,5,1134,11,225,2,1,10,12,86,0,3,161,141,1078,6,2851,0,82,8,117,32,350,871,429,1209,1046,19,99,83,419,214,980,1384,590,213,464,572,176,99,386,218,134,367,387,161,106,330,181,2133,46,2473,1508,492,775,1306,511,360,279,759,2232,913,137,462,1868,616,88
2020/11/19 22:00:00+00,,0,0,82,24,98,13,5,1138,11,225,2,1,10,12,88,0,3,163,143,1084,6,2878,0,82,9,120,33,355,874,436,1227,1054,19,100,83,422,215,988,1389,592,220,468,580,176,100,391,228,134,376,390,162,107,341,182,2139,46,2490,1518,498,781,1324,521,366,281,762,2239,916,138,464,1879,626,89
2020/11/20 22:00:00+00,,0,0,84,24,101,13,5,1142,11,226,2,1,10,12,88,0,3,164,144,1094,6,2914,0,84,9,120,34,356,889,443,1257,1066,20,100,83,422,217,998,1398,594,221,476,583,176,101,395,232,135,384,396,164,107,350,185,2150,46,2504,1535,504,791,1339,529,366,300,767,2259,923,139,471,1888,637,90
2020/11/21 22:00:00+00,,0,0,84,24,101,13,5,1144,11,226,2,1,10,12,88,0,3,166,146,1097,7,2929,0,85,9,121,34,357,894,450,1265,1068,20,100,83,426,218,1001,1401,596,224,478,587,176,106,399,235,135,385,396,165,107,351,186,2155,47,2509,1545,508,796,1347,531,370,309,771,2271,928,141,472,1895,642,91
2020/11/22 22:00:00+00,,0,0,84,24,101,13,5,1147,11,226,2,1,10,12,88,0,3,167,149,1104,7,2962,0,85,9,122,34,359,900,458,1284,1080,20,100,83,429,223,1006,1407,599,225,487,593,178,110,400,244,135,386,401,165,107,354,187,2167,49,2514,1550,517,802,1358,538,375,314,772,2280,934,143,475,1899,649,92
2020/11/23 22:00:00+00,,0,0,84,24,98,13,5,1162,11,227,2,1,10,12,88,0,3,168,150,1115,7,3000,0,85,9,122,34,361,910,460,1310,1084,20,100,83,433,225,1011,1408,603,228,493,600,182,110,404,244,142,390,405,165,107,362,190,2192,48,2528,1567,523,811,1367,543,381,321,776,2285,944,144,479,1908,658,93
2020/11/24 22:00:00+00,,0,0,84,24,101,13,5,1164,11,231,2,1,10,12,89,0,3,170,153,1124,7,3027,0,85,9,125,34,368,920,471,1329,1093,20,100,83,435,226,1019,1416,607,232,500,610,184,114,418,248,143,396,415,169,112,371,191,2201,48,2544,1581,528,816,1378,558,387,325,777,2301,951,147,484,1926,671,94
2020/11/25 22:00:00+00,,0,0,84,25,102,14,5,1167,11,231,2,1,10,12,88,0,3,171,153,1125,7,3044,0,85,9,125,34,372,922,475,1339,1098,20,100,83,437,226,1021,1420,607,232,501,611,184,115,418,250,143,400,418,168,114,375,191,2205,48,2548,1585,534,817,1382,558,389,327,777,2311,954,150,484,1929,673,95
2020/11/26 22:00:00+00,,0,0,84,25,103,14,5,1168,11,231,2,1,10,12,88,0,3,171,153,1129,7,3060,0,85,9,125,34,375,925,478,1345,1101,20,100,83,439,227,1023,1424,608,235,504,614,185,115,420,251,144,408,421,169,114,390,192,2215,49,2553,1593,537,822,1390,561,389,329,779,2318,958,151,484,1933,677,96
2020/11/27 22:00:00+00,,0,0,84,25,103,14,5,1175,11,231,2,1,10,12,88,0,3,173,154,1136,8,3102,0,85,9,125,34,381,930,482,1370,1109,20,100,84,441,228,1033,1428,611,238,510,619,185,116,424,257,145,411,427,170,114,392,196,2218,49,2569,1598,539,824,1402,569,391,331,781,2324,963,154,488,1939,690,97
2020/11/28 22:00:00+00,,0,0,84,25,103,14,5,1178,11,231,2,1,10,12,88,0,3,174,155,1142,8,3126,0,86,9,125,35,382,936,485,1390,1116,20,100,84,443,229,1034,1434,612,239,519,621,185,116,428,262,146,413,430,172,114,395,200,2228,49,2577,1618,541,829,1415,575,392,340,784,2334,964,155,492,1945,694,98
2020/11/29 22:00:00+00,,0,0,84,25,103,14,5,1183,11,231,2,1,10,13,88,0,3,177,156,1146,8,3137,0,86,9,126,35,391,939,491,1398,1118,20,100,84,444,229,1035,1441,613,240,521,625,186,120,428,262,146,416,430,174,114,399,202,2238,50,2581,1628,542,830,1419,580,392,344,787,2335,968,156,493,1952,697,99
2020/11/30 22:00:00+00,,0,0,84,25,104,14,5,1192,11,231,2,1,10,13,88,0,3,180,157,1158,8,3201,0,87,9,129,37,391,946,499,1411,1123,20,100,84,451,229,1038,1449,619,242,528,629,186,121,430,265,146,422,436,176,114,408,205,2248,51,2593,1644,545,832,1429,589,396,349,792,2344,973,158,502,1972,706,100
2020/07/04 22:00:00+00,,2,0,26,9,47,2,3,345,2,97,2,3,4,3,36,0,1,40,39,282,1,703,0,36,4,20,14,128,277,118,405,193,2,36,15,144,25,321,469,145,49,140,188,62,19,115,34,30,84,103,63,34,75,44,849,17,853,459,147,235,473,164,106,79,329,859,291,39,153,675,123,101
2020/07/05 22:00:00+00,,2,0,27,11,48,2,3,369,3,98,3,3,4,4,37,0,2,39,42,289,1,748,0,38,5,22,15,133,290,124,418,198,2,39,16,151,29,332,497,151,53,146,199,66,19,120,35,31,89,109,64,36,78,45,887,18,896,480,152,253,506,171,108,81,348,896,304,41,155,711,135,102
2020/07/06 22:00:00+00,,0,0,28,11,26,2,1,377,2,99,1,1,3,5,32,0,1,42,43,295,1,772,0,35,2,24,12,135,293,128,431,199,2,36,20,159,34,345,506,159,56,155,200,65,19,126,36,31,91,110,64,35,78,46,907,18,927,486,155,264,523,178,114,82,352,918,306,43,157,716,151,103
2020/07/07 22:00:00+00,,0,0,30,11,26,2,2,388,2,104,3,1,3,6,33,0,2,41,46,306,1,807,0,36,2,27,12,140,306,131,458,206,2,35,21,166,34,361,518,167,58,159,210,66,19,131,38,31,93,113,66,36,81,50,933,18,967,520,158,274,541,186,122,83,361,944,315,46,167,736,164,104
2020/07/08 22:00:00+00,,0,0,33,11,36,2,2,413,2,107,4,1,3,6,34,0,2,41,50,329,1,852,0,39,2,32,13,144,328,133,479,210,2,45,23,175,72,385,542,176,64,165,218,73,24,140,41,35,98,118,67,39,89,52,975,21,1015,557,167,300,576,197,127,86,377,1000,329,47,177,767,174,105
2020/07/09 22:00:00+00,,1,0,34,12,40,2,4,434,3,109,4,1,3,10,34,0,2,42,52,352,1,929,0,41,3,33,15,146,348,139,495,213,2,49,25,183,82,411,581,194,71,173,230,76,24,150,44,35,101,123,71,43,95,55,1019,22,1055,595,168,320,592,207,133,89,395,1045,346,47,183,796,182,106
2020/07/10 22:00:00+00,,2,0,36,13,40,2,2,451,2,112,2,1,3,6,34,0,2,44,56,364,2,976,0,39,4,33,16,150,354,144,510,216,2,47,28,189,85,420,597,197,70,174,234,73,24,151,44,37,112,128,71,42,96,60,1046,22,1100,621,171,335,620,211,138,90,413,1081,357,48,190,819,190,107
2020/07/11 22:00:00+00,,2,0,40,15,42,2,2,463,3,116,4,1,3,6,35,0,2,44,56,371,2,1006,0,40,5,34,16,154,361,147,523,225,2,47,29,190,88,422,606,202,75,181,238,77,24,155,46,38,115,132,73,43,98,60,1067,22,1119,628,179,342,626,212,142,92,422,1098,361,48,191,835,204,108
2020/07/12 22:00:00+00,,2,0,40,17,44,2,2,468,4,117,5,2,3,6,36,0,2,46,57,376,2,1015,0,40,5,35,18,157,366,152,528,226,2,48,29,197,88,427,614,202,77,181,239,81,24,160,46,39,116,137,73,43,99,60,1069,22,1127,634,181,342,628,213,146,93,424,1102,371,51,194,837,205,109
2020/07/13 22:00:00+00,,2,0,46,22,50,2,3,490,4,128,8,2,3,20,38,0,5,47,60,384,2,1055,0,43,7,36,19,157,385,153,544,227,2,50,32,207,91,448,653,208,80,186,249,84,26,162,51,40,121,143,76,46,101,62,1111,23,1173,651,186,358,643,216,151,95,438,1165,399,53,197,895,220,110
2020/07/14 22:00:00+00,,2,0,49,21,51,2,3,511,4,131,8,2,3,21,40,0,5,48,63,409,2,1109,0,44,7,41,19,160,396,154,564,235,2,50,36,215,91,470,684,215,82,191,258,87,27,168,54,42,128,149,78,48,106,67,1144,24,1205,671,189,376,659,220,158,98,449,1199,418,54,203,933,223,111
2020/07/15 22:00:00+00,,1,0,50,21,53,2,4,527,4,137,10,2,3,22,43,0,5,48,65,430,2,1152,0,45,7,41,18,163,409,163,582,243,2,57,40,226,97,485,699,220,88,194,268,92,28,171,60,44,129,157,78,50,107,70,1168,25,1261,697,190,395,682,229,163,99,457,1224,432,56,211,968,237,112
2020/07/16 22:00:00+00,,0,0,49,22,57,2,4,545,4,138,10,2,4,21,44,0,4,49,68,446,2,1195,0,46,7,41,19,165,423,166,585,244,2,58,40,234,101,499,726,227,88,200,275,98,31,176,66,46,133,161,79,52,108,72,1182,28,1291,713,190,403,696,233,201,103,468,1246,443,58,218,988,244,113
2020/07/17 22:00:00+00,,1,0,52,22,60,2,4,564,4,140,10,2,5,21,43,0,4,52,68,454,2,1211,0,46,7,42,19,166,429,170,589,247,2,58,42,236,102,504,737,229,91,203,276,97,32,177,67,46,137,165,79,54,115,72,1196,28,1306,720,193,404,700,236,215,105,472,1268,448,59,217,1001,254,114
2020/07/18 22:00:00+00,,1,0,52,22,60,2,4,573,4,139,8,1,3,21,45,0,4,54,69,474,2,1230,0,46,7,44,19,170,436,170,590,252,2,59,42,237,104,506,756,234,91,206,279,97,32,178,68,46,139,169,79,54,116,72,1213,28,1327,730,194,414,703,240,216,107,474,1287,456,59,221,1017,255,115
2020/07/19 22:00:00+00,,0,0,52,22,62,2,4,575,4,142,7,1,3,21,45,0,4,55,69,479,2,1247,0,46,7,45,20,172,442,170,600,254,2,58,42,238,105,512,768,238,93,208,282,99,32,182,71,46,147,169,79,54,117,72,1222,28,1337,737,194,416,708,242,217,110,481,1294,462,60,223,1022,258,116
2020/07/20 22:00:00+00,,1,0,52,22,63,2,4,576,3,143,7,1,4,21,45,0,4,55,70,487,2,1259,0,46,8,47,20,173,445,173,606,256,2,61,42,241,106,516,779,242,93,212,282,100,32,183,71,47,148,172,81,54,120,74,1230,28,1346,739,197,417,716,245,218,112,487,1304,464,62,225,1030,273,117
2020/07/21 22:00:00+00,,1,0,54,23,66,2,6,594,3,152,10,2,4,24,51,0,4,57,73,510,2,1315,0,46,9,50,22,180,454,181,622,262,2,64,43,247,106,536,798,244,97,229,296,104,32,188,76,51,156,176,81,55,131,74,1252,28,1381,757,203,430,733,253,224,115,499,1342,474,65,233,1072,284,118
2020/07/22 22:00:00+00,,1,0,50,24,61,2,5,608,3,154,7,2,4,11,55,0,2,58,76,523,2,1331,0,44,6,53,22,181,462,187,635,269,2,66,44,250,109,553,812,248,99,234,304,104,34,193,77,51,163,178,84,54,134,75,1273,29,1397,770,204,441,748,257,223,116,513,1356,485,66,237,1092,289,119
2020/07/23 22:00:00+00,,0,0,51,23,60,2,5,615,3,155,7,2,4,14,55,0,2,61,79,532,2,1344,0,44,7,54,23,185,471,194,650,277,2,67,44,251,110,561,815,253,100,238,306,105,34,199,78,50,166,182,86,55,136,75,1288,29,1415,782,206,446,756,259,222,122,517,1374,489,66,239,1098,296,120
2020/07/24 22:00:00+00,,0,0,48,23,61,2,6,627,3,155,2,0,4,13,55,0,2,62,82,543,2,1356,0,45,7,54,21,186,476,196,657,281,2,69,45,253,116,573,829,257,101,240,312,102,37,201,80,50,169,183,87,54,136,77,1303,29,1439,789,207,452,763,264,223,126,524,1396,504,67,240,1113,304,121
2020/07/25 22:00:00+00,,0,0,50,23,64,2,5,635,3,159,3,0,4,14,55,0,2,62,82,552,2,1371,0,46,7,55,24,187,480,199,662,283,2,70,49,259,117,578,843,257,102,241,316,103,37,203,86,50,172,183,87,55,138,77,1316,29,1449,795,207,461,769,266,224,126,526,1416,513,68,241,1126,307,122
2020/07/26 22:00:00+00,,0,0,50,23,65,2,5,637,3,159,3,0,4,14,55,0,2,63,83,554,2,1379,0,46,7,53,25,187,483,200,667,285,2,69,50,263,119,580,846,259,104,241,316,103,38,203,86,50,172,183,87,55,138,77,1322,29,1452,798,208,462,773,270,223,126,529,1420,513,68,242,1132,308,123
2020/07/27 22:00:00+00,,0,0,50,23,65,2,5,645,3,163,3,0,4,14,55,0,2,63,84,560,2,1396,0,48,7,54,25,189,490,201,673,286,2,69,50,265,121,589,858,266,107,244,318,104,40,212,89,51,175,185,89,55,138,78,1331,31,1471,804,210,466,777,271,225,129,534,1439,520,70,247,1153,314,124
2020/07/28 22:00:00+00,,0,0,49,17,63,2,4,651,3,159,2,0,4,9,58,0,2,70,89,589,2,1435,0,48,7,58,20,192,499,214,687,292,3,68,49,268,129,604,869,276,109,252,326,106,41,216,92,53,190,192,90,57,142,82,1356,31,1491,820,216,475,793,278,215,131,544,1453,530,71,257,1167,326,125
2020/07/29 22:00:00+00,,0,0,49,18,63,3,4,652,4,160,2,0,4,10,56,0,2,69,85,587,3,1436,0,47,8,55,21,197,501,212,684,292,2,69,49,272,129,607,874,275,109,253,329,106,41,214,91,55,190,192,91,57,140,83,1380,31,1507,820,215,477,793,276,215,130,540,1456,529,72,256,1175,326,126
2020/07/30 22:00:00+00,,0,0,51,18,63,3,4,659,4,161,3,0,4,9,56,0,2,69,87,600,3,1455,0,49,8,56,22,196,506,213,688,293,2,72,49,273,128,617,898,278,110,252,334,107,41,215,92,55,196,192,90,64,140,84,1403,31,1534,833,216,481,797,278,218,141,552,1472,544,72,257,1201,328,127
2020/07/31 22:00:00+00,,0,0,51,18,63,3,4,678,4,163,2,0,4,9,56,0,2,69,87,616,3,1476,0,48,7,56,22,196,509,213,696,297,2,72,49,275,127,625,926,283,111,253,338,107,41,215,93,57,202,191,92,65,142,85,1424,33,1563,839,219,485,803,280,218,142,556,1497,554,72,261,1224,332,128
2020/08/01 22:00:00+00,,0,0,51,18,63,3,4,697,4,164,2,0,5,9,56,0,2,70,87,620,3,1493,0,48,7,56,22,196,513,213,701,298,2,74,50,277,128,631,940,290,111,256,340,107,41,215,93,57,204,191,93,65,144,85,1442,33,1587,849,219,487,807,283,219,143,561,1514,560,72,265,1253,335,129
2020/08/02 22:00:00+00,,0,0,51,18,63,3,4,706,4,165,3,0,4,9,56,0,2,71,87,641,3,1530,0,49,7,56,22,197,523,214,709,298,2,71,51,279,128,636,958,300,112,257,343,107,41,216,94,57,205,193,93,65,145,85,1456,33,1609,857,224,492,810,284,219,143,563,1537,570,73,267,1266,336,130
2020/08/03 22:00:00+00,,0,0,52,19,63,3,4,732,4,167,3,0,4,9,56,0,2,72,87,654,3,1554,0,50,7,57,23,198,532,215,712,299,2,71,52,286,128,646,990,309,113,257,347,109,41,217,95,59,210,194,94,65,145,85,1481,34,1641,864,222,501,816,288,219,146,569,1567,582,74,273,1293,337,131
2020/08/04 22:00:00+00,,0,0,53,20,63,3,4,738,4,172,3,0,4,9,56,0,2,73,88,667,3,1579,0,51,7,57,23,200,537,216,723,304,2,71,53,292,129,652,996,312,116,260,352,109,41,221,96,61,210,194,94,66,147,85,1496,34,1660,871,223,504,820,292,218,149,578,1595,593,75,290,1311,341,132
2020/08/05 22:00:00+00,,0,0,52,20,65,3,4,741,3,174,3,0,4,9,58,1,2,73,88,676,3,1604,0,51,7,56,24,201,543,218,729,311,2,72,53,293,130,660,1000,317,116,261,356,110,41,224,97,60,214,197,95,66,148,85,1511,34,1669,879,228,507,826,295,222,150,583,1611,602,76,293,1319,342,133
2020/08/06 22:00:00+00,,0,0,53,20,64,3,4,749,3,175,2,0,4,9,57,1,2,74,88,689,3,1631,0,52,7,57,25,204,550,224,736,320,2,72,54,297,132,664,1010,318,117,264,357,110,41,226,95,61,215,198,96,66,149,85,1515,34,1691,902,232,510,838,299,223,152,584,1623,605,77,296,1329,350,134
2020/08/07 22:00:00+00,,0,0,61,20,65,3,5,756,3,175,2,0,5,9,60,0,2,80,89,704,3,1656,0,51,7,58,26,205,553,226,741,323,2,72,56,300,155,667,1019,321,117,271,358,112,41,226,95,62,215,199,97,66,152,86,1521,34,1707,908,232,517,841,302,223,153,589,1630,615,77,296,1338,353,135
2020/08/08 22:00:00+00,,0,0,61,20,65,3,5,761,3,175,2,0,5,9,60,0,2,81,89,709,3,1668,0,51,7,57,26,206,556,226,742,328,2,72,56,300,155,667,1022,322,117,272,360,113,41,227,96,63,215,202,97,66,154,86,1523,34,1721,911,234,521,846,305,223,154,590,1640,621,77,297,1345,372,136
2020/08/09 22:00:00+00,,0,0,61,20,65,3,4,763,3,175,2,0,5,9,60,0,2,82,89,711,3,1674,0,51,7,58,26,207,560,226,748,332,2,72,56,300,156,669,1030,322,118,273,362,113,41,228,97,64,215,205,97,66,157,86,1531,35,1729,921,234,526,849,306,223,158,590,1650,627,78,298,1352,376,137
2020/08/10 22:00:00+00,,0,0,62,20,65,4,4,778,3,175,2,0,5,9,60,0,2,84,89,725,3,1687,0,51,7,58,26,208,566,228,756,335,2,72,57,304,160,676,1044,323,118,275,367,112,41,233,99,64,217,206,98,64,164,89,1538,35,1750,940,237,531,855,307,223,160,593,1663,633,78,300,1364,378,138
2020/08/11 22:00:00+00,,0,0,62,21,65,5,4,794,4,178,2,0,5,9,60,0,2,86,89,737,3,1704,0,51,7,59,23,212,574,230,767,342,2,72,58,307,161,688,1059,323,120,280,372,115,44,234,102,65,220,215,98,67,167,90,1554,35,1763,952,242,534,867,311,224,161,600,1686,640,78,303,1381,391,139
2020/08/12 22:00:00+00,,0,0,62,21,65,5,4,798,5,180,2,0,5,9,62,0,2,87,90,743,3,1714,0,51,7,59,26,216,577,232,774,342,2,71,58,308,161,691,1063,332,122,281,375,116,44,235,103,64,221,217,99,67,168,90,1558,35,1771,962,247,536,870,312,224,165,604,1700,645,80,308,1393,402,140
2020/08/13 22:00:00+00,,0,0,62,21,65,6,4,818,5,181,2,0,5,9,62,0,2,90,92,754,3,1763,0,54,7,59,27,229,583,234,780,347,2,71,59,308,162,698,1078,334,123,285,379,117,45,237,102,64,225,220,99,69,167,92,1574,36,1785,980,256,538,877,321,228,166,604,1715,654,80,310,1402,407,141
2020/08/14 22:00:00+00,,0,0,63,21,65,6,4,821,5,179,2,0,5,9,63,0,2,94,94,756,3,1774,0,54,7,60,28,231,585,235,786,353,2,72,58,310,163,699,1080,335,124,290,384,117,46,238,102,64,227,225,99,69,169,92,1582,36,1795,983,263,545,884,327,229,170,608,1718,662,81,311,1413,408,142
2020/08/15 22:00:00+00,,0,0,64,21,66,6,4,835,5,180,2,0,5,9,64,0,2,94,94,759,3,1790,0,54,7,60,28,232,586,236,790,352,2,72,58,313,163,701,1085,339,125,291,390,118,46,238,102,66,227,226,100,69,169,92,1588,36,1807,987,265,551,887,329,229,170,610,1732,667,81,313,1418,412,143
2020/08/16 22:00:00+00,,0,0,64,21,66,6,4,840,5,180,2,0,5,9,63,0,2,94,94,764,3,1800,0,54,7,60,28,232,587,238,792,354,2,72,60,314,164,706,1099,341,126,293,391,118,46,238,102,67,229,226,100,69,169,93,1598,37,1818,995,269,554,894,330,229,171,613,1745,670,81,314,1428,412,144
2020/08/17 22:00:00+00,,0,0,64,21,67,6,4,851,5,180,2,0,6,9,63,0,2,95,95,770,3,1818,0,54,7,60,29,234,593,241,800,357,2,72,61,315,163,711,1107,344,130,297,394,118,47,238,102,68,231,232,101,71,171,96,1610,37,1853,1017,271,568,908,336,230,171,617,1756,681,82,317,1449,414,145
2020/08/18 22:00:00+00,,0,0,64,22,67,6,4,868,5,180,2,0,6,9,63,0,2,95,99,784,3,1845,0,54,7,60,30,237,602,246,813,359,2,73,62,317,164,721,1121,348,132,303,406,122,49,240,104,69,234,237,102,71,171,99,1631,38,1879,1037,281,576,922,344,231,173,616,1781,696,82,318,1469,422,146
2020/08/19 22:00:00+00,,0,0,65,22,67,6,4,876,5,180,2,0,6,9,64,0,2,95,100,791,3,1869,0,54,7,60,30,238,605,249,831,362,2,70,64,322,164,725,1130,352,133,305,411,122,50,242,104,73,235,248,117,72,174,100,1651,38,1904,1057,290,588,932,349,233,173,617,1801,698,84,319,1492,432,147
2020/08/20 22:00:00+00,,0,0,67,22,69,6,4,895,6,181,2,1,6,9,65,0,2,96,104,803,3,1888,0,55,7,59,30,238,608,256,837,366,2,70,65,327,165,729,1148,370,134,307,412,123,50,244,106,74,240,252,117,73,177,103,1662,38,1929,1073,301,597,939,355,236,171,619,1816,708,84,321,1507,434,148
2020/08/21 22:00:00+00,,0,0,69,22,70,6,4,908,6,181,2,1,6,9,65,0,2,96,105,819,3,1902,0,56,7,59,30,239,613,258,843,366,2,72,64,331,165,732,1149,391,134,308,413,123,51,247,107,75,242,256,120,73,180,103,1673,38,1951,1080,300,601,945,356,237,173,624,1825,719,84,322,1512,436,149
2020/08/22 22:00:00+00,,0,0,69,22,69,6,4,911,6,181,2,0,6,9,66,0,2,96,105,839,3,1908,0,55,7,59,30,239,612,259,845,369,2,72,64,332,165,735,1153,392,134,310,413,123,51,247,108,74,242,256,121,73,180,103,1675,38,1957,1087,302,602,946,356,239,174,624,1828,719,86,322,1516,436,150
2020/05/15 22:00:00+00,,0,0,2,1,3,0,0,52,1,19,0,0,2,0,7,0,0,9,1,53,1,142,0,8,0,5,0,39,32,41,101,60,0,8,1,32,6,60,95,40,9,23,39,6,5,36,9,12,17,18,18,6,20,9,235,5,185,79,57,59,165,32,16,15,82,146,33,6,29,144,20,151
2020/05/16 22:00:00+00,,0,0,2,1,3,0,0,58,1,19,0,0,2,0,7,0,0,9,2,55,1,146,0,9,0,5,1,50,33,41,103,60,0,8,2,33,6,61,99,41,9,24,39,6,5,38,9,12,18,18,13,6,20,9,239,5,191,82,57,60,166,32,16,15,84,152,35,7,30,147,20,152
2020/05/17 22:00:00+00,,0,0,2,1,4,0,0,62,1,19,0,0,2,0,7,0,0,9,1,54,1,149,0,9,0,5,1,38,33,43,100,60,0,7,2,36,6,64,97,41,9,25,39,6,4,35,9,12,17,19,12,5,21,9,248,5,192,81,57,60,165,32,16,16,85,157,38,7,31,151,20,153
2020/05/18 22:00:00+00,,0,0,2,1,4,0,0,63,1,19,0,0,2,0,7,0,0,9,1,57,1,151,0,9,0,5,1,38,36,43,103,60,0,7,2,36,6,66,102,43,9,26,39,6,4,35,9,12,18,19,12,5,21,9,253,5,195,86,58,60,169,32,16,16,89,164,41,7,32,157,21,154
2020/05/19 22:00:00+00,,0,0,2,1,3,0,0,65,1,20,0,0,2,0,7,0,0,9,2,65,1,153,0,9,0,5,1,40,38,41,106,60,0,8,2,38,8,68,102,46,9,27,40,8,5,36,9,12,18,18,14,6,20,9,258,5,200,91,58,63,172,32,16,17,90,165,42,7,32,159,22,155
2020/05/20 22:00:00+00,,0,0,2,1,4,0,0,68,1,20,0,0,2,0,7,0,0,10,3,67,1,156,0,10,0,5,2,39,39,43,105,60,0,7,2,38,8,70,103,48,9,27,39,9,5,35,9,12,19,19,21,5,21,9,264,5,202,89,58,64,176,35,16,17,90,166,43,7,34,162,22,156
2020/05/21 22:00:00+00,,0,0,3,2,4,0,0,70,1,20,0,0,2,0,8,0,0,10,3,69,1,159,0,12,0,5,1,39,40,43,109,62,0,7,3,38,9,71,107,50,9,28,39,9,5,35,9,12,19,19,33,5,22,9,266,5,207,92,58,65,183,37,16,17,91,169,43,7,34,164,22,157
2020/05/22 22:00:00+00,,0,0,3,1,4,0,0,73,1,20,0,0,2,0,9,0,0,10,1,70,1,168,0,11,0,5,1,39,42,43,114,62,0,7,3,40,9,70,109,51,9,28,40,9,4,35,9,12,19,19,33,5,22,9,272,5,211,93,58,66,185,38,17,17,94,176,43,7,35,168,22,158
2020/05/23 22:00:00+00,,0,0,3,1,4,0,0,75,1,20,0,0,2,0,9,0,0,10,1,69,1,169,0,11,0,5,1,39,42,43,114,62,0,7,3,40,9,70,108,51,9,29,40,9,4,35,9,12,19,19,34,5,22,9,273,5,216,92,58,69,187,38,17,18,95,178,43,7,35,169,22,159
2020/05/24 22:00:00+00,,0,0,3,1,5,0,0,73,1,22,0,0,2,0,9,0,0,13,1,70,1,170,0,11,0,5,1,39,42,43,116,62,0,7,3,42,9,70,117,51,9,29,43,9,4,36,9,12,19,19,34,5,23,10,276,5,221,96,58,70,193,39,18,18,99,182,46,7,35,172,23,160
2020/05/25 22:00:00+00,,0,0,5,1,5,0,0,77,1,22,0,0,2,0,9,0,0,13,1,70,1,176,0,11,0,5,1,39,43,44,118,62,0,9,3,43,9,72,125,52,9,31,45,10,4,36,9,12,20,20,34,5,23,10,281,5,237,97,58,72,194,40,19,18,106,190,47,7,36,178,23,161
2020/05/26 22:00:00+00,,0,0,5,1,5,0,0,80,1,23,0,0,2,0,9,0,0,14,1,71,1,177,0,11,0,5,1,39,45,45,118,62,0,9,3,46,9,76,128,52,10,31,47,10,4,36,9,12,20,20,36,5,23,11,280,5,244,99,58,74,194,41,19,18,110,194,50,7,36,181,23,162
2020/05/27 22:00:00+00,,0,0,6,1,5,0,0,81,1,25,0,0,2,0,9,0,0,14,1,73,1,182,0,11,0,5,1,39,45,45,118,62,0,9,3,47,9,80,133,52,10,33,48,10,4,36,9,12,21,20,36,6,24,11,288,5,254,106,58,75,195,42,19,19,110,200,51,7,36,187,24,163
